scientificName,year,n,cumulative
"Protandrena clypeata (Timberlake, 1975)",1962,1,9367
"Protandrena leviventris (Timberlake, 1975)",1962,1,9368
"Protandrena arctiventris (Timberlake, 1975)",1962,1,9369
"Protandrena brevis (Timberlake, 1975)",1962,1,9370
"Protandrena disparilis (Timberlake, 1975)",1962,1,9371
"Protandrena fuscitarsis (Timberlake, 1975)",1962,1,9372
"Perdita nigricornis Timberlake, 1964",1962,1,9373
"Protandrena fulvicornis (Timberlake, 1973)",1962,1,9374
"Euglossa ashei Hinojosa-Díaz and Engel, 2014",1962,1,9375
"Lasioglossum torulosum (Michener, 1980)",1962,1,9376
"Neocorynura riverai (Vachal, 1904)",1962,1,9377
"Protandrena durangoensis (Timberlake, 1975)",1962,1,9378
"Spinolapis kalen Toro, 2000",1962,1,9379
"Centris clypeata Lepeletier, 1841",1962,1,9380
"Bicolletes penai (Toro and Rojas, 1970)",1962,1,9381
"Exoneurella setosa (Houston, 1976)",1963,1,9382
"Amegilla fasciata (Fabricius, 1775)",1963,1,9383
"Eucera cercidis (Timberlake, 1969)",1963,1,9384
"Exomalopsis pueblana Timberlake, 1980",1963,1,9385
"Eucera birkmanniella (Cockerell, 1906)",1963,1,9386
"Nomada portalensis Broemeling, 1989",1963,1,9387
"Epicharis angulosa Snelling, 1984",1963,1,9388
"Eufriesea macroglossa (Moure, 1965)",1963,1,9389
"Lasioglossum projectio (Donovan and Pauly, 2015)",1963,1,9390
"Nomia crassipes (Fabricius, 1798)",1963,1,9391
"Dufourea saundersi (Cockerell, 1898)",1963,1,9392
"Neocorynura fumipennis (Friese, 1917)",1963,1,9393
"Lasioglossum katyae McGinley, 1986",1963,1,9394
"Agapostemon intermedius Roberts, 1972",1963,1,9395
"Lasioglossum uyacicola (Cockerell, 1949)",1963,1,9396
"Pseudapis fugax (Morawitz, 1877)",1963,1,9397
"Sphecodes genaroi Engel, 2006",1963,1,9398
"Perdita moabensis Timberlake, 1971",1963,1,9399
"Perdita imbellis Timberlake, 1968",1963,1,9400
"Perdita albofasciata Timberlake, 1968",1963,1,9401
"Perdita cognata Timberlake, 1960",1963,1,9402
"Andrena murietae Ribble, 1968",1963,1,9403
"Perdita mitis Timberlake, 1971",1963,1,9404
"Andrena declinis LaBerge, 1977",1963,1,9405
"Andrena antigana Pérez, 1895",1963,1,9406
"Stelis hurdi (Thorp, 1966)",1963,1,9407
"Coelioxys mapuche Toro and Fritz, 1991",1963,1,9408
"Hypanthidioides maculosa (Urban, 1997)",1963,1,9409
"Anthodioctes chiribogae Urban, 1999",1963,1,9410
"Osmia fallax Pérez, 1895",1963,1,9411
"Osmia spinigera Latreille, 1811",1963,1,9412
"Anthidianum caroliameghinoi (Brèthes, 1903)",1963,1,9413
"Megachile oslari Mitchell, 1934",1963,1,9414
"Pseudoanthidium acutum Pasteels, 1984",1963,1,9415
"Anthodioctes calcaratus (Friese, 1921)",1963,1,9416
"Stenoheriades maroccana (Benoist, 1928)",1963,1,9417
"Perdita beatula Timberlake, 1960",1963,1,9418
"Perdita rozeni Timberlake, 1968",1963,1,9419
"Perdita stagei Timberlake, 1968",1963,1,9420
"Bombus macgregori Labougle and Ayala, 1985",1963,1,9421
"Lasioglossum daggetti (Cockerell, 1916)",1963,1,9422
"Lasioglossum ruficorne (Crawford, 1907)",1963,1,9423
"Lithurgopsis listrota (Snelling, 1983)",1963,1,9424
"Bombus trinominatus Dalla Torre, 1890",1963,1,9425
"Euglossa flammea Moure, 1969",1963,1,9426
"Thyreus regalis Lieftinck, 1962",1963,1,9427
"Euglossa purpurea Friese, 1899",1963,1,9428
"Anthophora boharti Brooks, 1988",1963,1,9429
"Euglossa alleni Moure, 1968",1963,1,9430
"Euglossa maculilabris Moure, 1968",1963,1,9431
"Amegilla crocea (Klug, 1845)",1963,1,9432
"Geniotrigona thoracica (Smith, 1857)",1963,1,9433
"Nomada koikensis Tsuneki, 1973",1963,1,9434
"Braunsapis nautica (Cockerell, 1935)",1963,1,9435
"Lasioglossum cinereum (Friese, 1917)",1963,1,9436
"Cleptommation chibchani Engel, 2013",1963,1,9437
"Thrinchostoma kandti Blüthgen, 1930",1963,1,9438
"Temnosoma smaragdinum Smith, 1879",1963,1,9439
"Lipotriches guineensis (Strand, 1912)",1963,1,9440
"Lasioglossum sakishima Ebmer and Maeta, 1999",1963,1,9441
"Lasioglossum blakistoni Sakagami and Munakata, 1990",1963,1,9442
"Lasioglossum latifacies Murao, 2010",1963,1,9443
"Lasioglossum silvicolum Murao, 2010",1963,1,9444
"Lasioglossum bicornutum Murao, 2010",1963,1,9445
"Neocorynura centralpina (Engel and Smith-Pardo, 2004)",1963,1,9446
"Austellurgus avulsa (Ramos and Melo, 2006)",1963,1,9447
"Perdita abducta Timberlake, 1980",1963,1,9448
"Perdita annectens Timberlake, 1968",1963,1,9449
"Andrena hanedai Tadauchi, 1985",1963,1,9450
"Andrena hyemala Warncke, 1973",1963,1,9451
"Andrena albicaudata Hirashima, 1966",1963,1,9452
"Andrena delphiensis Warncke, 1965",1963,1,9453
"Andrena pallidicincta Brullé, 1832",1963,1,9454
"Andrena elegans Giraud, 1863",1963,1,9455
"Megachile desertorum Morawitz, 1875",1963,1,9456
"Hylaeus gualanicus (Cockerell, 1912)",1963,1,9457
"Hylaeus lunicraterius Snelling, 1970",1963,1,9458
"Trachusa autumnalis (Snelling, 1966)",1963,1,9459
"Eoanthidium hoplostomum (Mavromoustakis, 1945)",1963,1,9460
"Hofferia schmiedeknechti (Schletterer, 1889)",1963,1,9461
"Protosmia capitata (Schletterer, 1889)",1963,1,9462
"Protandrena nubis (Cockerell, 1913)",1963,1,9463
"Heriades wilmattae Cockerell, 1931",1963,1,9464
"Tapinotaspoides serraticornis (Friese, 1899)",1963,1,9465
"Tapinotaspis chalybaea (Friese, 1899)",1963,1,9466
"Lasioglossum knereri Gibbs, 2010",1963,1,9467
"Liphanthus pilifrons Ruz and Toro, 1983",1963,1,9468
"Chilicola randolphi Monckton, 2016",1963,1,9469
"Euryglossa bronzus (Exley, 2001)",1964,1,9470
"Euryglossina atra Exley, 1968",1964,1,9471
"Megachile emexae (King, 1994)",1964,1,9472
"Alloscirtetica basirufa (Brèthes, 1910)",1964,1,9473
"Euglossa lugubris Roubik, 2004",1964,1,9474
"Habropoda deiopea (Cameron, 1897)",1964,1,9475
"Xenoglossodes trabeatus (LaBerge, 2001)",1964,1,9476
"Diadasia distinguenda (Spinola, 1851)",1964,1,9477
"Melectoides cockerelli (Jörgensen, 1912)",1964,1,9478
"Alloscirtetica antarctica (Holmberg, 1903)",1964,1,9479
"Melitoma nudicauda Cockerell, 1949",1964,1,9480
"Nomada schwarzi Cockerell, 1903",1964,1,9481
"Exomalopsis digressa Timberlake, 1980",1964,1,9482
"Holcopasites minimus (Linsley, 1943)",1964,1,9483
"Ceratina saundersi Daly, 1983",1964,1,9484
"Isepeolus atripilis Roig-Alsina, 1991",1964,1,9485
"Tetragona quadrangula (Lepeletier, 1836)",1964,1,9486
"Bombus semenoviellus Skorikov, 1910",1964,1,9487
"Lasioglossum pulveris (Cockerell, 1930)",1964,1,9488
"Lasioglossum orthocarpi (Cockerell, 1936)",1964,1,9489
"Lipotriches fervida (Smith, 1875)",1964,1,9490
"Halictus alfkenellus Strand, 1909",1964,1,9491
"Ariphanarthra palpalis Moure, 1951",1964,1,9492
"Pseudapis lobata (Olivier, 1812)",1964,1,9493
"Pseudapis innesi (Gribodo, 1894)",1964,1,9494
"Nomioides rotundiceps Handlirsch, 1888",1964,1,9495
"Austronomia capitata (Smith, 1875)",1964,1,9496
"Dufourea neovernalis Bohart, 1980",1964,1,9497
"Hesperapis oliviae (Cockerell, 1897)",1964,1,9498
"Halictus gruenwaldti Ebmer, 1975",1964,1,9499
"Ptilocleptis polybioides Michener, 1978",1964,1,9500
"Halictus subauratoides Blüthgen, 1926",1964,1,9501
"Perdita nanula Timberlake, 1960",1964,1,9502
"Protandrena gracilis (Timberlake, 1975)",1964,1,9503
"Perdita obtusa Timberlake, 1968",1964,1,9504
"Perdita biguttata Timberlake, 1962",1964,1,9505
"Andrena cyanomicans Pérez, 1895",1964,1,9506
"Andrena forsterella Osytshnjuk, 1978",1964,1,9507
"Hylaeus longimacula (Alfken, 1936)",1964,1,9508
"Perdita tenebrosa Timberlake, 1968",1964,1,9509
"Mourecotelles adesmiae (Toro and Cabezas, 1978)",1964,1,9510
"Hylaeus trinotatus (Pérez, 1895)",1964,1,9511
"Colletes titusensis Mitchell, 1951",1964,1,9512
"Colletes bischoffi Noskiewicz, 1936",1964,1,9513
"Hylaeus araxanus (Warncke, 1981)",1964,1,9514
"Hylaeus tardus (Warncke, 1981)",1964,1,9515
"Anthodioctes ayalai Urban, 2002",1964,1,9516
"Hoplitis bihamata (Costa, 1885)",1964,1,9517
"Heriades chrysogaster (Cameron, 1897)",1964,1,9518
"Heriades patella (Nurse, 1902)",1964,1,9519
"Megachile canariensis Pérez, 1902",1964,1,9520
"Dioxys moestus Costa, 1883",1964,1,9521
"Megachile gathela Cameron, 1908",1964,1,9522
"Osmia alpestris Rust and Bohart, 1986",1964,1,9523
"Megachile yumensis Mitchell, 1944",1964,1,9524
"Haetosmia circumventa (Peters, 1974)",1964,1,9525
"Megachile elizabethae Bingham, 1897",1964,1,9526
"Osmia melanura Morawitz, 1871",1964,1,9527
"Perdita distincta Timberlake, 1964",1964,1,9528
"Perdita idonea Timberlake, 1968",1964,1,9529
"Perdita impunctifrons Timberlake, 1958",1964,1,9530
"Perdita mazatlanica Timberlake, 1980",1964,1,9531
"Perdita rufescens Timberlake, 1968",1964,1,9532
"Perdita subvestita Timberlake, 1968",1964,1,9533
"Trigona braueri Friese, 1900",1964,1,9534
"Ceratina incognita Bingham, 1898",1964,1,9535
"Allodapula rozeni Michener, 1971",1964,1,9536
"Euglossa dressleri Moure, 1968",1964,1,9537
"Parepeolus stuardi (Ruiz, 1935)",1964,1,9538
"Euglossa dissimula Dressler, 1978",1964,1,9539
"Epeolus splendidus Onuferko, 2018",1964,1,9540
"Euglossa prasina Dressler, 1982",1964,1,9541
"Liotrigona madecassa (Saussure, 1890)",1964,1,9542
"Euglossa augaspis Dressler, 1982",1964,1,9543
"Xylocopa wilmattae Cockerell, 1912",1964,1,9544
"Euglossa nigrosignata Moure, 1969",1964,1,9545
"Anthophora raddei Morawitz, 1876",1964,1,9546
"Ceratina tabescens Cockerell, 1912",1964,1,9547
"Macrogalea infernalis Michener, 1977",1964,1,9548
"Euglossa sapphirina Moure, 1968",1964,1,9549
"Halictus foanus Vachal, 1899",1964,1,9550
"Sphecodes pectoralis Morawitz, 1876",1964,1,9551
"Lasioglossum canaliculatum Murao, 2010",1964,1,9552
"Macropis immaculata Wu, 1965",1964,1,9553
"Andrena babai Tadauchi and Hirashima, 1987",1964,1,9554
"Andrena quadrimaculata Friese, 1921",1964,1,9555
"Andrena butea Warncke, 1965",1964,1,9556
"Andrena garrula Warncke, 1965",1964,1,9557
"Andrena optata Warncke, 1975",1964,1,9558
"Megachile stirostoma Cameron, 1913",1964,1,9559
"Mourecotelles puelche Toro and Cabezas, 1977",1964,1,9560
"Hylaeus magrettii (Vachal, 1892)",1964,1,9561
"Eoanthidium anale Pasteels, 1969",1964,1,9562
"Megachile anatolica Rebmann, 1968",1964,1,9563
"Megachile manchuriana Yasumatsu, 1939",1964,1,9564
"Perdita irwini Timberlake, 1968",1964,1,9565
"Isepeolus cortesi Toro and Rojas, 1968",1964,1,9566
"Colletes hethiticus Warncke, 1978",1964,1,9567
"Ceratina viridicincta Cockerell, 1931",1964,1,9568
"Paratetrapedia camargoi Aguiar and Melo, 2011",1964,1,9569
"Melissoptila aureocincta Urban, 1968",1964,1,9570
"Augochloropsis cyanea (Schrottky, 1902)",1964,1,9571
"Andrena compta Lepeletier, 1841",1964,1,9572
"Nomada immaculata Morawitz, 1874",1964,1,9573
"Exaerete lepeletieri M. L. Oliveira and Nemésio, 2003",1964,1,9574
"Habropoda salviarum Cockerell, 1897",1965,1,9575
"Euryglossa alincia Exley, 1976",1965,1,9576
"Euryglossina megalocephala Exley, 1968",1965,1,9577
"Euryglossina psilosoma Exley, 1968",1965,1,9578
"Euglossa milenae Bembé, 2007",1965,1,9579
"Partamona rustica Pedro and Camargo, 2003",1965,1,9580
"Centris gelida Snelling, 1984",1965,1,9581
"Thygater palliventris (Friese, 1908)",1965,1,9582
"Pasites bicolor Friese, 1900",1965,1,9583
"Nomada sophiarum Cockerell, 1903",1965,1,9584
"Nomada martinella Cockerell, 1903",1965,1,9585
"Euglossa heterosticta Moure, 1968",1965,1,9586
"Epeolus productulus Bischoff, 1930",1965,1,9587
"Xylocopa punctilabris Morawitz, 1893",1965,1,9588
"Anthophorula levigata (Timberlake, 1980)",1965,1,9589
"Systropha punjabensis Batra and Michener, 1966",1965,1,9590
"Thectochlora mixta Gonçalves and Melo, 2006",1965,1,9591
"Micralictoides chaenactidis Bohart and Griswold, 1987",1965,1,9592
"Lasioglossum angustipes Ebmer, 1972",1965,1,9593
"Microsphecodes kathleenae (Eickwort, 1972)",1965,1,9594
"Austronomia notiomorpha (Hirashima, 1978)",1965,1,9595
"Chlerogas chlerogas (Vachal, 1904)",1965,1,9596
"Agapostemon rhopalocera Smith, 1853",1965,1,9597
"Dinagapostemon goneus Roberts and Brooks, 1987",1965,1,9598
"Ptilocleptis tomentosa Michener, 1978",1965,1,9599
"Lasioglossum dolus Ebmer, 1974",1965,1,9600
"Dasypoda spinigera Kohl, 1905",1965,1,9601
"Perdita mesillensis Timberlake, 1968",1965,1,9602
"Protandrena boharti Timberlake, 1976",1965,1,9603
"Perdita ampla Timberlake, 1971",1965,1,9604
"Perdita taeniata Timberlake, 1971",1965,1,9605
"Dasypoda litigator Baker, 2002",1965,1,9606
"Andrena tomentosa Morawitz, 1877",1965,1,9607
"Andrena induta Morawitz, 1894",1965,1,9608
"Andrena nigroviridula Dours, 1873",1965,1,9609
"Andrena florivaga Eversmann, 1852",1965,1,9610
"Colletes delicatus Metz, 1910",1965,1,9611
"Hypanthidioides zanolae (Urban, 1993)",1965,1,9612
"Anthidium sanguinicaudum Schwarz, 1933",1965,1,9613
"Anthidium labergei Gonzalez and Griswold, 2013",1965,1,9614
"Hoplitis grumi (Morawitz, 1893)",1965,1,9615
"Aztecanthidium tenochtitlanicum Snelling, 1987",1965,1,9616
"Acedanthidium flavoclypeatum (Gupta, 1993)",1965,1,9617
"Anthidium aztecum Cresson, 1878",1965,1,9618
"Colletes persicus Warncke, 1979",1965,1,9619
"Hylaeus hyrcanius Dathe, 1980",1965,1,9620
"Colletes comberi Cockerell, 1911",1965,1,9621
"Colletes rutilans Vachal, 1909",1965,1,9622
"Anthodioctes camargoi Urban, 1999",1965,1,9623
"Austrostelis amapaensis Urban, 2006",1965,1,9624
"Osmia dilaticornis Morawitz, 1875",1965,1,9625
"Osmia nigrohirta Friese, 1899",1965,1,9626
"Anthodioctes costaricensis Urban, 1999",1965,1,9627
"Osmia difficilis Morawitz, 1875",1965,1,9628
"Perdita titania Portman and Griswold, 2016",1965,1,9629
"Perdita bidentata Timberlake, 1956",1965,1,9630
"Perdita ewarti Timberlake, 1971",1965,1,9631
"Perdita greggiae Timberlake, 1968",1965,1,9632
"Perdita luculenta Timberlake, 1968",1965,1,9633
"Perdita pygidialis Timberlake, 1980",1965,1,9634
"Ceratina melanoptera Cockerell, 1924",1965,1,9635
"Ptiloglossa aenigmatica Moure, 1945",1965,1,9636
"Macronomia karnatakaensis Pauly, 2009",1965,1,9637
"Zikanapis elegans (Timberlake, 1965)",1965,1,9638
"Anthophora heliopolitensis Pérez, 1911",1965,1,9639
"Eufriesea pallida (Kimsey, 1977)",1965,1,9640
"Thygater mourei Urban, 1961",1965,1,9641
"Anthophora usbekistana Cockerell, 1930",1965,1,9642
"Tarsalia strobilanthae Baker, 1998",1965,1,9643
"Amegilla korotonensis (Cockerell, 1911)",1965,1,9644
"Exomalopsis spangleri Timberlake, 1980",1965,1,9645
"Melecta sibirica Radoszkowski, 1891",1965,1,9646
"Euglossa villosa Moure, 1968",1965,1,9647
"Anthophora arida Brooks, 1988",1965,1,9648
"Syntrichalonia fuliginea LaBerge, 1994",1965,1,9649
"Tetralonioidella vulpecula (Lieftinck, 1944)",1965,1,9650
"Anthophora asiatica Morawitz, 1880",1965,1,9651
"Euglossa turbinifex Dressler, 1978",1965,1,9652
"Lasioglossum pellitosum (Cockerell, 1934)",1965,1,9653
"Lasioglossum ibericum Ebmer, 1975",1965,1,9654
"Lasioglossum eickworti McGinley, 1986",1965,1,9655
"Neocorynura miae Smith-Pardo, 2005",1965,1,9656
"Protandrena succincta (Timberlake, 1975)",1965,1,9657
"Protandrena nitens (Timberlake, 1975)",1965,1,9658
"Protandrena inornata (Timberlake, 1975)",1965,1,9659
"Andrena sylvatica Morawitz, 1877",1965,1,9660
"Eulonchopria simplicicrus (Michener, 1989)",1965,1,9661
"Coelioxys sexmaculatus Cameron, 1897",1965,1,9662
"Hylaeus rugicollis Morawitz, 1874",1965,1,9663
"Megachile taiwanicola Yasumatsu and Hirashima, 1965",1965,1,9664
"Hoplitis matheranensis (Michener, 1966)",1965,1,9665
"Megachile sauteri Hedicke, 1925",1965,1,9666
"Megachile inexpectata Pasteels, 1973",1965,1,9667
"Megachile ichnusae Rebmann, 1968",1965,1,9668
"Perdita gracilior Timberlake, 1977",1965,1,9669
"Perdita rossi Timberlake, 1956",1965,1,9670
"Euglossa asarophora Moure and Sakagami, 1969",1965,1,9671
"Anthidiellum troodicum Mavromoustakis, 1949",1965,1,9672
"Melissoptila aurea Urban, 1998",1965,1,9673
"Melissoptila ecuatoriana Urban, 1998",1965,1,9674
"Partamona brevipilosa (Schwarz, 1948)",1965,1,9675
"Centris rufosuffusa Cockerell, 1935",1965,1,9676
"Tetragonula zucchii (Sakagami, 1978)",1965,1,9677
"Ceratina lieftincki van der Vecht, 1952",1965,1,9678
"Colletes hakkari Kuhlmann, 2002",1965,1,9679
"Megachile albocristata Smith, 1853",1965,1,9680
"Coelioxys wagenknechti Moure, 1951",1965,1,9681
"Trichothurgus macroglossa (Friese, 1910)",1965,1,9682
"Megachile flavicrinis Vachal, 1908",1965,1,9683
"Halictus constrictus Smith, 1853",1965,1,9684
"Trigonisca muelleri (Friese, 1900)",1965,1,9685
"Ceratocolletes xanthosus (Maynard, 1993)",1966,1,9686
"Maynardapis bicristata (Cockerell, 1929)",1966,1,9687
"Amegilla xylocopoides Leijs, 2020",1966,1,9688
"Brachyhesma josephinae Exley, 1968",1966,1,9689
"Euryglossina bowenensis Exley, 1968",1966,1,9690
"Euryglossina gigantocephala Exley, 1968",1966,1,9691
"Euryglossina townsvillensis Exley, 1968",1966,1,9692
"Hylaeus jacksoniae Houston, 1981",1966,1,9693
"Hyphesma cooba Exley, 1975",1966,1,9694
"Pachyprosopis grossoscapus Exley, 1976",1966,1,9695
"Eucondylops reducta Michener, 1970",1966,1,9696
"Centris heithausi Snelling, 1974",1966,1,9697
"Plebeia saiqui (Friese, 1900)",1966,1,9698
"Isepeolus octopunctatus (Jörgensen, 1909)",1966,1,9699
"Xenoglossodes fulvotectus (Cockerell, 1949)",1966,1,9700
"Exomalopsis arcuata Timberlake, 1980",1966,1,9701
"Triepeolus loomisorum Rozen, 1989",1966,1,9702
"Ancyloscelis wheeleri (Cockerell, 1912)",1966,1,9703
"Exomalopsis robertsi Timberlake, 1980",1966,1,9704
"Centris adani Cockerell, 1949",1966,1,9705
"Allodapula xerica Michener, 1971",1966,1,9706
"Braunsapis straussorum (Michener, 1970)",1966,1,9707
"Braunsapis stuckenbergorum Michener, 1971",1966,1,9708
"Braunsapis acuticauda Michener, 1971",1966,1,9709
"Plebeia julianii Moure, 1962",1966,1,9710
"Lasioglossum channelense McGinley, 1986",1966,1,9711
"Lasioglossum arizonense (Crawford, 1907)",1966,1,9712
"Sphecodes rugulosus Sichel, 1865",1966,1,9713
"Halictus falcinellus Warncke, 1982",1966,1,9714
"Halictus tuberculatus Blüthgen, 1925",1966,1,9715
"Ptilocleptis eickworti Michener, 1978",1966,1,9716
"Macronomia swalei (Cockerell, 1939)",1966,1,9717
"Dufourea boharti Hurd and Moure, 1987",1966,1,9718
"Halictus submodernus Blüthgen, 1936",1966,1,9719
"Corynura atrovirens (Herbst, 1924)",1966,1,9720
"Corynura bruchiana (Schrottky, 1908)",1966,1,9721
"Perdita kanabensis Timberlake, 1971",1966,1,9722
"Perdita umbrata Timberlake, 1971",1966,1,9723
"Calliopsis empelia Shinn, 1967",1966,1,9724
"Mesoxaea clypeata Hurd and Linsley, 1976",1966,1,9725
"Mesoxaea vagans (Fox, 1894)",1966,1,9726
"Protandrena nudescens Timberlake, 1976",1966,1,9727
"Megachile axyx (Snelling, 1990)",1966,1,9728
"Dianthidium bohartorum Griswold and Michener, 1988",1966,1,9729
"Colletes longifacies Stephen, 1954",1966,1,9730
"Hylaeus moricei (Friese, 1898)",1966,1,9731
"Ptiloglossa mayarum Cockerell, 1912",1966,1,9732
"Hypanthidioides nigripes (Urban, 1993)",1966,1,9733
"Protosmia longiceps (Friese, 1899)",1966,1,9734
"Hoplitis brachypogon (Pérez, 1879)",1966,1,9735
"Trachusa nigrifascies Thorp and Brooks, 1994",1966,1,9736
"Trachusa atoyacae (Schwarz, 1933)",1966,1,9737
"Hoplitis zuni (Parker, 1977)",1966,1,9738
"Megachile atopognatha Cockerell, 1933",1966,1,9739
"Serapista serrata (Friese, 1922)",1966,1,9740
"Lithurgus tibialis Morawitz, 1875",1966,1,9741
"Plesianthidium calvini (Cockerell, 1932)",1966,1,9742
"Perdita sexnotata Timberlake, 1964",1966,1,9743
"Scaura coccidophila (Camargo and Pedro, 2002)",1966,1,9744
"Trigona pellucida Cockerell, 1912",1966,1,9745
"Kelita toroi Ehrenfeld and Rozen, 1977",1966,1,9746
"Mourecotelles incahuasi (Toro and Cabezas, 1978)",1966,1,9747
"Eucera kullenbergi Tkalců, 1984",1966,1,9748
"Euglossa liopoda Dressler, 1982",1966,1,9749
"Nomada hungarica Dalla Torre and Friese, 1894",1966,1,9750
"Nomada durangoae Broemeling, 1989",1966,1,9751
"Allodape nula Strand, 1912",1966,1,9752
"Allodapula guillarmodi Michener, 1970",1966,1,9753
"Tarsalia persica (Warncke, 1979)",1966,1,9754
"Eucera puncticollis Morawitz, 1876",1966,1,9755
"Anthophora orophila Cockerell, 1910",1966,1,9756
"Euglossa chlorina Dressler, 1982",1966,1,9757
"Ceratina yasumatsui Hirashima, 1971",1966,1,9758
"Braunsapis debilis (Cockerell, 1934)",1966,1,9759
"Ctenoplectra cornuta Gribodo, 1892",1966,1,9760
"Nannotrigona minuta (Lepeletier, 1836)",1966,1,9761
"Ceylalictus congoensis Pesenko and Pauly, 2005",1966,1,9762
"Patellapis rubricata Timmermann, 2009",1966,1,9763
"Halictus africanus Friese, 1909",1966,1,9764
"Lipotriches crassula (Vachal, 1903)",1966,1,9765
"Thrinchostoma productum (Smith, 1853)",1966,1,9766
"Halictus togoensis Pauly, 1998",1966,1,9767
"Lasioglossum pavoninum (Ellis, 1913)",1966,1,9768
"Patellapis minima (Friese, 1909)",1966,1,9769
"Lasioglossum fallax (Morawitz, 1874)",1966,1,9770
"Halictus nasica Morawitz, 1876",1966,1,9771
"Lasioglossum godmanae Michener, 1969",1966,1,9772
"Lasioglossum caspicum (Morawitz, 1874)",1966,1,9773
"Capicola nigerrima Cockerell, 1932",1966,1,9774
"Andrena mordax Morawitz, 1876",1966,1,9775
"Andrena tenuis Morawitz, 1877",1966,1,9776
"Andrena derbentina Morawitz, 1886",1966,1,9777
"Flavomeliturgula lacrymosa (Popov, 1967)",1966,1,9778
"Ashmeadiella sangrita (Peters, 1972)",1966,1,9779
"Atoposmia tequila (Peters, 1972)",1966,1,9780
"Trachusa interdisciplinaris (Peters, 1972)",1966,1,9781
"Chilicola vina Toro and Moldenke, 1979",1966,1,9782
"Colletes aureocinctus Cockerell, 1946",1966,1,9783
"Colletes infracognitus Cockerell, 1937",1966,1,9784
"Ptiloglossa guinnae Roberts, 1971",1966,1,9785
"Colletes abnormis Kuhlmann, 2007",1966,1,9786
"Epanthidium nigrescens (Friese, 1906)",1966,1,9787
"Megachile hirsutula Pasteels, 1973",1966,1,9788
"Megachile ituriana Cockerell, 1935",1966,1,9789
"Paradioxys ruyanensis Baker, 1998",1966,1,9790
"Metadioxys graeca (Mavromoustakis, 1963)",1966,1,9791
"Megachile staudingeri Friese, 1905",1966,1,9792
"Hoplitis infrapicta (Cockerell, 1916)",1966,1,9793
"Hoplitis simplicicornis (Morawitz, 1875)",1966,1,9794
"Megachile dolichognatha Cockerell, 1931",1966,1,9795
"Afranthidium hoplogastrum (Mavromoustakis, 1934)",1966,1,9796
"Megalopta tetewana Gonzalez, Griswold and Ayala, 2010",1966,1,9797
"Ceratina zwakhalsi Terzo and Rasmont, 1997",1966,1,9798
"Ceratina spilota Cockerell, 1932",1966,1,9799
"Neocorynura toromaima Smith-Pardo and Gonzalez, 2009",1966,1,9800
"Paranomada nitida Linsley and Michener, 1937",1966,1,9801
"Geotrigona aequinoctialis (Ducke, 1925)",1966,1,9802
"Braunsapis draconis Michener, 1971",1966,1,9803
"Lasioglossum abundipunctum Gibbs, 2010",1966,1,9804
"Nomia brothersi (Pauly, 2000)",1966,1,9805
"Afranthidium tergoangulatum Pasteels, 1984",1966,1,9806
"Anthidiellum bipectinatum Pasteels, 1984",1966,1,9807
"Megachile tantilla Cockerell, 1937",1966,1,9808
"Megachile sheppardi (Pasteels, 1965)",1966,1,9809
"Damocrateia crenulatus (Michener, 1965)",1967,1,9810
"Euryglossa albiceris Exley, 1974",1967,1,9811
"Euryglossa eustonensis Exley, 1974",1967,1,9812
"Euryglossa flava Exley, 1974",1967,1,9813
"Euryglossa townsvillensis Exley, 1974",1967,1,9814
"Euryglossa homora Exley, 1976",1967,1,9815
"Euryglossina neominima (Exley, 1974)",1967,1,9816
"Euryglossina crococephala Exley, 1968",1967,1,9817
"Euryglossina lobiocula Exley, 1968",1967,1,9818
"Euryglossina cardaleae (Exley, 1968)",1967,1,9819
"Lasioglossum demicapillum Walker, 1995",1967,1,9820
"Megachile waterhousei Cockerell, 1906",1967,1,9821
"Megachile patera (King, 1994)",1967,1,9822
"Megachile barvonensis Cockerell, 1914",1967,1,9823
"Megachile mundifica Cockerell, 1921",1967,1,9824
"Meroglossa gemmata Houston, 1975",1967,1,9825
"Pachyprosopis eucalypti Exley, 1972",1967,1,9826
"Pachyprosopis sternotricha Exley, 1972",1967,1,9827
"Xanthesma lutea Exley, 1969",1967,1,9828
"Amegilla pyramidalis (W. F. Kirby, 1900)",1967,1,9829
"Euglossa cognata Moure, 1970",1967,1,9830
"Nomada fontis Cockerell, 1910",1967,1,9831
"Nomada composita Mitchell, 1962",1967,1,9832
"Centris domingensis Dalla Torre, 1896",1967,1,9833
"Centris testacea Lepeletier, 1841",1967,1,9834
"Centris agiloides Snelling, 1984",1967,1,9835
"Rhathymus versicolor Friese, 1906",1967,1,9836
"Thygater melanotricha Urban, 1967",1967,1,9837
"Compsomelissa stigmoides (Michener, 1971)",1967,1,9838
"Trinomia digitata (Friese, 1909)",1967,1,9839
"Dinagapostemon orestes Roberts and Brooks, 1987",1967,1,9840
"Nomia forbesii (W. F. Kirby, 1900)",1967,1,9841
"Pseudapis anomala W. F. Kirby, 1900",1967,1,9842
"Lasioglossum avalonense (Cockerell, 1938)",1967,1,9843
"Neocorynura lepidodes (Vachal, 1904)",1967,1,9844
"Uromonia stagei Michener, 1981",1967,1,9845
"Meganomia andersoni (Meade-Waldo, 1916)",1967,1,9846
"Liphanthus chillanensis Ruz and Toro, 1983",1967,1,9847
